seq_name,alphaticr.alphaticr.gap0,alphaticr.aromatic.gap0,alphaticr.postivecharger.gap0,alphaticr.negativecharger.gap0,alphaticr.uncharger.gap0,aromatic.alphaticr.gap0,aromatic.aromatic.gap0,aromatic.postivecharger.gap0,aromatic.negativecharger.gap0,aromatic.uncharger.gap0,postivecharger.alphaticr.gap0,postivecharger.aromatic.gap0,postivecharger.postivecharger.gap0,postivecharger.negativecharger.gap0,postivecharger.uncharger.gap0,negativecharger.alphaticr.gap0,negativecharger.aromatic.gap0,negativecharger.postivecharger.gap0,negativecharger.negativecharger.gap0,negativecharger.uncharger.gap0,uncharger.alphaticr.gap0,uncharger.aromatic.gap0,uncharger.postivecharger.gap0,uncharger.negativecharger.gap0,uncharger.uncharger.gap0,alphaticr.alphaticr.gap1,alphaticr.aromatic.gap1,alphaticr.postivecharger.gap1,alphaticr.negativecharger.gap1,alphaticr.uncharger.gap1,aromatic.alphaticr.gap1,aromatic.aromatic.gap1,aromatic.postivecharger.gap1,aromatic.negativecharger.gap1,aromatic.uncharger.gap1,postivecharger.alphaticr.gap1,postivecharger.aromatic.gap1,postivecharger.postivecharger.gap1,postivecharger.negativecharger.gap1,postivecharger.uncharger.gap1,negativecharger.alphaticr.gap1,negativecharger.aromatic.gap1,negativecharger.postivecharger.gap1,negativecharger.negativecharger.gap1,negativecharger.uncharger.gap1,uncharger.alphaticr.gap1,uncharger.aromatic.gap1,uncharger.postivecharger.gap1,uncharger.negativecharger.gap1,uncharger.uncharger.gap1,alphaticr.alphaticr.gap2,alphaticr.aromatic.gap2,alphaticr.postivecharger.gap2,alphaticr.negativecharger.gap2,alphaticr.uncharger.gap2,aromatic.alphaticr.gap2,aromatic.aromatic.gap2,aromatic.postivecharger.gap2,aromatic.negativecharger.gap2,aromatic.uncharger.gap2,postivecharger.alphaticr.gap2,postivecharger.aromatic.gap2,postivecharger.postivecharger.gap2,postivecharger.negativecharger.gap2,postivecharger.uncharger.gap2,negativecharger.alphaticr.gap2,negativecharger.aromatic.gap2,negativecharger.postivecharger.gap2,negativecharger.negativecharger.gap2,negativecharger.uncharger.gap2,uncharger.alphaticr.gap2,uncharger.aromatic.gap2,uncharger.postivecharger.gap2,uncharger.negativecharger.gap2,uncharger.uncharger.gap2,alphaticr.alphaticr.gap3,alphaticr.aromatic.gap3,alphaticr.postivecharger.gap3,alphaticr.negativecharger.gap3,alphaticr.uncharger.gap3,aromatic.alphaticr.gap3,aromatic.aromatic.gap3,aromatic.postivecharger.gap3,aromatic.negativecharger.gap3,aromatic.uncharger.gap3,postivecharger.alphaticr.gap3,postivecharger.aromatic.gap3,postivecharger.postivecharger.gap3,postivecharger.negativecharger.gap3,postivecharger.uncharger.gap3,negativecharger.alphaticr.gap3,negativecharger.aromatic.gap3,negativecharger.postivecharger.gap3,negativecharger.negativecharger.gap3,negativecharger.uncharger.gap3,uncharger.alphaticr.gap3,uncharger.aromatic.gap3,uncharger.postivecharger.gap3,uncharger.negativecharger.gap3,uncharger.uncharger.gap3,alphaticr.alphaticr.gap4,alphaticr.aromatic.gap4,alphaticr.postivecharger.gap4,alphaticr.negativecharger.gap4,alphaticr.uncharger.gap4,aromatic.alphaticr.gap4,aromatic.aromatic.gap4,aromatic.postivecharger.gap4,aromatic.negativecharger.gap4,aromatic.uncharger.gap4,postivecharger.alphaticr.gap4,postivecharger.aromatic.gap4,postivecharger.postivecharger.gap4,postivecharger.negativecharger.gap4,postivecharger.uncharger.gap4,negativecharger.alphaticr.gap4,negativecharger.aromatic.gap4,negativecharger.postivecharger.gap4,negativecharger.negativecharger.gap4,negativecharger.uncharger.gap4,uncharger.alphaticr.gap4,uncharger.aromatic.gap4,uncharger.postivecharger.gap4,uncharger.negativecharger.gap4,uncharger.uncharger.gap4,alphaticr.alphaticr.gap5,alphaticr.aromatic.gap5,alphaticr.postivecharger.gap5,alphaticr.negativecharger.gap5,alphaticr.uncharger.gap5,aromatic.alphaticr.gap5,aromatic.aromatic.gap5,aromatic.postivecharger.gap5,aromatic.negativecharger.gap5,aromatic.uncharger.gap5,postivecharger.alphaticr.gap5,postivecharger.aromatic.gap5,postivecharger.postivecharger.gap5,postivecharger.negativecharger.gap5,postivecharger.uncharger.gap5,negativecharger.alphaticr.gap5,negativecharger.aromatic.gap5,negativecharger.postivecharger.gap5,negativecharger.negativecharger.gap5,negativecharger.uncharger.gap5,uncharger.alphaticr.gap5,uncharger.aromatic.gap5,uncharger.postivecharger.gap5,uncharger.negativecharger.gap5,uncharger.uncharger.gap5,Ylabel
seq162,0.192307692,0.038461538,0.076923077,0,0.115384615,0.076923077,0.038461538,0.038461538,0,0,0.038461538,0.038461538,0.038461538,0,0.038461538,0.038461538,0,0,0,0,0.076923077,0.038461538,0,0.038461538,0.076923077,0.16,0,0.12,0.04,0.12,0.08,0,0,0,0.08,0,0.12,0.04,0,0,0,0,0,0,0,0.2,0.04,0,0,0,0.166666667,0.083333333,0.083333333,0,0.125,0.083333333,0.041666667,0,0.041666667,0,0.041666667,0.041666667,0.041666667,0,0.041666667,0,0,0,0,0,0.166666667,0,0.041666667,0,0,0.217391304,0.086956522,0.043478261,0.043478261,0.043478261,0.086956522,0.043478261,0,0,0.043478261,0.043478261,0.043478261,0,0,0.086956522,0,0,0,0,0,0.086956522,0,0.130434783,0,0,0.227272727,0.045454545,0.090909091,0,0.090909091,0.045454545,0,0,0,0.090909091,0.045454545,0.090909091,0,0.045454545,0,0,0,0,0,0,0.090909091,0.045454545,0.090909091,0,0,0.142857143,0.047619048,0.095238095,0.047619048,0.095238095,0.095238095,0,0,0,0.047619048,0.142857143,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0.095238095,0.047619048,0,0.047619048,0
seq163,0.108695652,0,0.02173913,0.108695652,0.130434783,0,0,0,0,0.02173913,0,0,0.02173913,0,0.043478261,0.065217391,0,0,0.043478261,0.043478261,0.173913043,0.02173913,0.02173913,0.02173913,0.152173913,0.066666667,0.022222222,0,0.133333333,0.133333333,0,0,0,0.022222222,0,0.022222222,0,0,0,0.044444444,0.044444444,0,0.022222222,0,0.088888889,0.2,0,0.044444444,0.022222222,0.133333333,0.136363636,0,0.045454545,0.068181818,0.090909091,0,0,0,0,0.022727273,0.022727273,0,0,0,0.045454545,0.022727273,0.022727273,0,0,0.113636364,0.159090909,0,0.022727273,0.090909091,0.136363636,0.139534884,0,0.023255814,0.023255814,0.162790698,0.023255814,0,0,0,0,0.023255814,0,0,0,0.046511628,0.069767442,0.023255814,0,0.023255814,0.046511628,0.093023256,0,0.046511628,0.093023256,0.162790698,0.071428571,0.023809524,0.023809524,0.047619048,0.19047619,0.023809524,0,0,0,0,0,0,0.023809524,0,0.047619048,0.047619048,0,0,0.023809524,0.071428571,0.214285714,0,0.023809524,0.071428571,0.095238095,0.12195122,0.024390244,0.024390244,0.048780488,0.146341463,0,0,0,0.024390244,0,0.024390244,0,0.024390244,0,0.024390244,0.024390244,0,0,0.048780488,0.073170732,0.195121951,0,0.024390244,0.024390244,0.146341463,0
seq164,0.347826087,0,0.043478261,0.043478261,0.130434783,0.086956522,0,0,0,0,0,0,0,0,0.043478261,0.043478261,0,0,0,0,0.086956522,0.086956522,0,0,0.086956522,0.318181818,0.045454545,0.045454545,0.045454545,0.136363636,0,0,0,0,0.045454545,0.045454545,0,0,0,0,0.045454545,0,0,0,0,0.136363636,0.045454545,0,0,0.090909091,0.380952381,0,0.047619048,0.047619048,0.142857143,0,0,0,0,0.047619048,0.047619048,0,0,0,0,0.047619048,0,0,0,0,0.047619048,0.095238095,0,0,0.095238095,0.3,0.1,0.05,0.05,0.15,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0,0,0,0.15,0,0,0,0.05,0.421052632,0.052631579,0,0.052631579,0.157894737,0,0.052631579,0,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0.157894737,0.444444444,0,0.055555556,0,0.166666667,0.055555556,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0.055555556,0,0.111111111,0,0,0.055555556,0
seq165,0.083333333,0,0.166666667,0,0.083333333,0,0,0,0,0,0.083333333,0,0,0,0.166666667,0,0,0,0,0,0.166666667,0,0,0,0.25,0.090909091,0,0,0,0.272727273,0,0,0,0,0,0.181818182,0,0.090909091,0,0,0,0,0,0,0,0.090909091,0,0.090909091,0,0.181818182,0.1,0,0.1,0,0.2,0,0,0,0,0,0.1,0,0.1,0,0.1,0,0,0,0,0,0.1,0,0,0,0.2,0.111111111,0,0,0,0.333333333,0,0,0,0,0,0.222222222,0,0,0,0.111111111,0,0,0,0,0,0,0,0.111111111,0,0.111111111,0.125,0,0,0,0.25,0,0,0,0,0,0.125,0,0.125,0,0.125,0,0,0,0,0,0,0,0,0,0.25,0.142857143,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0.142857143,0,0,0,0.142857143,0
seq166,0,0.043478261,0.043478261,0,0.043478261,0.086956522,0,0.043478261,0,0,0,0.043478261,0.043478261,0.130434783,0.043478261,0.043478261,0.043478261,0,0.043478261,0.043478261,0,0,0.086956522,0.043478261,0.173913043,0,0,0.090909091,0,0.045454545,0,0.045454545,0,0.045454545,0.045454545,0.090909091,0.045454545,0,0.045454545,0.090909091,0.045454545,0,0.090909091,0,0,0,0,0.045454545,0.136363636,0.136363636,0,0,0,0.047619048,0.095238095,0,0.047619048,0.047619048,0,0.047619048,0.047619048,0.047619048,0.047619048,0,0.095238095,0,0,0.047619048,0.047619048,0.047619048,0.047619048,0,0.095238095,0.142857143,0.047619048,0,0.05,0,0.05,0.05,0.05,0,0,0.05,0.05,0,0,0.15,0,0.1,0.05,0,0,0,0.1,0,0,0.1,0.15,0.05,0.052631579,0,0,0,0.105263158,0,0.052631579,0,0.052631579,0.052631579,0,0,0.052631579,0.105263158,0.105263158,0,0,0.052631579,0,0.105263158,0.052631579,0,0.105263158,0.105263158,0,0,0,0.111111111,0,0.055555556,0.055555556,0,0,0,0.111111111,0,0.055555556,0,0.111111111,0.111111111,0,0,0.055555556,0.055555556,0.055555556,0.055555556,0,0.055555556,0.055555556,0.055555556,0
seq167,0.222222222,0,0.083333333,0.055555556,0.111111111,0,0,0,0,0,0.083333333,0,0.027777778,0.027777778,0,0.055555556,0,0,0.027777778,0.055555556,0.111111111,0,0.027777778,0.027777778,0.083333333,0.171428571,0,0.085714286,0.085714286,0.142857143,0,0,0,0,0,0.085714286,0,0,0,0.057142857,0.114285714,0,0,0.028571429,0,0.085714286,0,0.057142857,0.028571429,0.057142857,0.205882353,0,0.088235294,0.058823529,0.147058824,0,0,0,0,0,0.117647059,0,0,0.029411765,0,0.029411765,0,0.029411765,0.029411765,0.058823529,0.088235294,0,0.029411765,0.029411765,0.058823529,0.303030303,0,0.060606061,0.090909091,0.060606061,0,0,0,0,0,0.060606061,0,0.03030303,0.03030303,0.03030303,0.03030303,0,0.03030303,0,0.090909091,0.060606061,0,0.03030303,0,0.090909091,0.25,0,0.03125,0.0625,0.15625,0,0,0,0,0,0.09375,0,0.03125,0,0.03125,0.09375,0,0,0,0.0625,0.03125,0,0.09375,0.03125,0.03125,0.225806452,0,0.096774194,0.032258065,0.161290323,0,0,0,0,0,0.064516129,0,0,0.032258065,0.064516129,0.064516129,0,0.032258065,0.032258065,0.032258065,0.096774194,0,0.032258065,0,0.032258065,0
seq168,0,0,0.066666667,0,0.133333333,0,0,0,0,0,0.133333333,0,0.133333333,0.066666667,0.066666667,0,0,0.066666667,0,0,0.066666667,0,0.066666667,0.066666667,0.133333333,0.071428571,0,0.142857143,0,0,0,0,0,0,0,0.071428571,0,0.142857143,0,0.214285714,0.071428571,0,0,0,0,0,0,0,0.142857143,0.142857143,0,0,0,0.076923077,0.153846154,0,0,0,0,0,0.153846154,0,0.076923077,0,0.230769231,0,0,0.076923077,0,0,0,0,0.153846154,0.076923077,0,0,0,0.166666667,0,0.083333333,0,0,0,0,0,0.083333333,0,0.083333333,0.083333333,0.25,0,0,0.083333333,0,0,0.083333333,0,0,0.083333333,0,0.090909091,0,0,0.090909091,0.090909091,0,0,0,0,0,0,0,0.181818182,0.090909091,0.181818182,0,0,0,0,0.090909091,0,0,0.181818182,0,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0,0,0,0,0.1,0.1,0,0.1,0,0,0
seq169,0,0.105263158,0,0.052631579,0.157894737,0,0,0,0,0.157894737,0.052631579,0.052631579,0,0,0,0.052631579,0,0,0,0,0.210526316,0,0.052631579,0,0.105263158,0.166666667,0,0,0,0.166666667,0.055555556,0,0.055555556,0,0,0,0,0,0,0.111111111,0,0.055555556,0,0,0,0.055555556,0.111111111,0,0.055555556,0.166666667,0,0.058823529,0.058823529,0.058823529,0.117647059,0,0.058823529,0,0,0.058823529,0.117647059,0,0,0,0,0,0,0,0,0.058823529,0.176470588,0.058823529,0,0,0.176470588,0.125,0.0625,0,0,0.125,0.0625,0,0,0,0.0625,0,0,0,0.0625,0.0625,0,0,0.0625,0,0,0.0625,0.125,0,0,0.1875,0,0.133333333,0.066666667,0,0.133333333,0.066666667,0,0,0,0.066666667,0.133333333,0,0,0,0,0,0.066666667,0,0,0,0.066666667,0,0,0,0.266666667,0.142857143,0.071428571,0,0,0.142857143,0,0,0,0,0.142857143,0,0.071428571,0,0,0.071428571,0,0,0,0,0.071428571,0.071428571,0.071428571,0.071428571,0,0.071428571,0
seq170,0,0.111111111,0.111111111,0,0.111111111,0.111111111,0.111111111,0,0,0,0.222222222,0,0.111111111,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0.125,0.125,0,0,0.125,0,0,0,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0.125,0,0,0.142857143,0,0.142857143,0,0,0,0,0.142857143,0,0.142857143,0,0.142857143,0.142857143,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0.166666667,0,0,0,0.166666667,0,0,0.333333333,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0.4,0,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
seq171,0,0.111111111,0.111111111,0,0,0.111111111,0.111111111,0,0,0.111111111,0.111111111,0.111111111,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0.111111111,0,0.125,0,0,0,0,0,0.125,0,0.25,0.125,0.125,0,0,0,0,0,0,0,0,0,0.125,0.125,0,0,0,0,0,0,0.142857143,0,0,0.142857143,0,0.142857143,0,0.142857143,0.142857143,0,0,0,0,0,0,0,0.142857143,0.142857143,0,0,0,0,0,0,0,0.166666667,0,0.166666667,0.166666667,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0.166666667,0,0.166666667,0,0,0,0,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0.25,0,0,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
seq172,0.466666667,0,0,0,0,0,0,0,0,0,0.066666667,0,0.466666667,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0.142857143,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0.384615385,0,0,0,0,0,0,0,0,0,0.230769231,0,0.384615385,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.272727273,0,0,0,0,0,0,0,0,0,0.454545455,0,0.272727273,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.6,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
seq173,0.133333333,0,0.066666667,0.133333333,0,0,0,0,0,0.066666667,0.066666667,0,0.2,0,0.066666667,0.066666667,0,0,0,0,0.066666667,0.066666667,0,0,0.066666667,0.142857143,0,0.071428571,0.071428571,0,0,0,0,0,0.071428571,0.142857143,0.071428571,0.071428571,0,0.071428571,0,0,0,0.071428571,0,0.071428571,0,0.071428571,0,0.071428571,0.153846154,0,0,0.153846154,0,0.076923077,0,0,0,0,0.153846154,0.076923077,0,0,0.153846154,0,0,0,0,0,0,0,0.153846154,0,0.076923077,0.166666667,0,0,0.083333333,0,0,0,0.083333333,0,0,0.083333333,0.083333333,0,0.083333333,0.166666667,0,0,0,0,0,0.166666667,0,0.083333333,0,0,0.090909091,0,0,0.090909091,0,0,0,0.090909091,0,0,0.181818182,0,0,0.090909091,0.181818182,0,0,0,0,0,0.181818182,0,0.090909091,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0.2,0,0.1,0.1,0.1,0,0,0,0,0,0.2,0,0.1,0,0,0
seq174,0.133333333,0,0.066666667,0.133333333,0,0.066666667,0,0,0,0.066666667,0.066666667,0,0.2,0,0.066666667,0.066666667,0,0,0,0,0,0.133333333,0,0,0,0.142857143,0,0.071428571,0.071428571,0,0,0.071428571,0.071428571,0,0,0.142857143,0.071428571,0.071428571,0,0.071428571,0,0,0,0.071428571,0,0.071428571,0,0,0,0.071428571,0.153846154,0,0,0.153846154,0,0.076923077,0,0.076923077,0,0,0.153846154,0.076923077,0,0,0.153846154,0,0,0,0,0,0,0.076923077,0.076923077,0,0,0.166666667,0,0,0.083333333,0,0.083333333,0,0.083333333,0,0,0.083333333,0.166666667,0,0.083333333,0.083333333,0,0,0,0,0,0.083333333,0,0.083333333,0,0,0.090909091,0,0,0.090909091,0,0.090909091,0,0.090909091,0,0,0.181818182,0.090909091,0,0.090909091,0.090909091,0,0,0,0,0,0.090909091,0,0.090909091,0,0,0,0,0,0.1,0,0.2,0,0,0,0,0.2,0.1,0.1,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0,0
seq175,0.066666667,0,0,0.2,0.066666667,0,0,0,0,0,0.133333333,0,0.066666667,0,0,0.066666667,0,0.066666667,0.066666667,0.133333333,0.066666667,0,0,0.066666667,0,0,0,0.071428571,0.214285714,0.071428571,0,0,0,0,0,0.142857143,0,0,0,0.071428571,0.214285714,0,0,0.071428571,0,0,0,0,0.071428571,0.071428571,0.153846154,0,0,0.076923077,0.076923077,0,0,0,0,0,0,0,0,0.153846154,0.076923077,0.076923077,0,0,0.153846154,0.076923077,0.076923077,0,0.076923077,0,0,0.25,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0.166666667,0.083333333,0,0,0.083333333,0.083333333,0.083333333,0.083333333,0,0,0.083333333,0,0,0,0,0.272727273,0.090909091,0,0,0,0,0,0.181818182,0,0,0,0.090909091,0.090909091,0,0,0.090909091,0,0.090909091,0,0.090909091,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0.1,0,0,0.2,0,0.2,0,0,0,0,0.1,0,0,0.1,0,0
seq176,0.066666667,0,0.066666667,0.133333333,0.066666667,0,0,0,0,0,0.133333333,0,0.133333333,0,0,0.066666667,0,0,0.066666667,0.133333333,0.066666667,0,0,0.066666667,0,0,0,0.071428571,0.214285714,0.071428571,0,0,0,0,0,0.214285714,0,0,0,0.071428571,0.142857143,0,0,0.071428571,0,0,0,0.071428571,0,0.071428571,0.153846154,0,0,0.076923077,0.076923077,0,0,0,0,0,0.076923077,0,0,0.153846154,0.076923077,0,0,0.076923077,0.076923077,0.076923077,0.076923077,0,0.076923077,0,0,0.25,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0.25,0.083333333,0,0,0.083333333,0,0.083333333,0.083333333,0,0.083333333,0,0,0,0,0.090909091,0.181818182,0.090909091,0,0,0,0,0,0.181818182,0,0,0.090909091,0.090909091,0.090909091,0,0,0,0,0.090909091,0,0.090909091,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0.2,0,0.1,0.1,0,0.1,0,0,0,0,0.1,0,0,0.1,0,0
seq177,0.066666667,0,0.066666667,0.133333333,0.066666667,0,0,0,0,0,0.133333333,0,0.133333333,0,0,0.066666667,0,0,0.066666667,0.133333333,0.066666667,0,0,0.066666667,0,0,0,0.071428571,0.214285714,0.071428571,0,0,0,0,0,0.214285714,0,0,0,0.071428571,0.142857143,0,0,0.071428571,0,0,0,0.071428571,0,0.071428571,0.153846154,0,0,0.076923077,0.076923077,0,0,0,0,0,0.076923077,0,0,0.153846154,0.076923077,0,0,0.076923077,0.076923077,0.076923077,0.076923077,0,0.076923077,0,0,0.25,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0.25,0.083333333,0,0,0.083333333,0,0.083333333,0.083333333,0,0.083333333,0,0,0,0,0.090909091,0.181818182,0.090909091,0,0,0,0,0,0.181818182,0,0,0.090909091,0.090909091,0.090909091,0,0,0,0,0.090909091,0,0.090909091,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0.2,0,0.1,0.1,0,0.1,0,0,0,0,0.1,0,0,0.1,0,0
seq178,0.133333333,0,0.066666667,0.133333333,0.066666667,0,0,0,0,0,0.133333333,0,0.133333333,0,0,0.066666667,0,0,0,0.133333333,0.066666667,0,0,0.066666667,0,0.142857143,0,0.071428571,0.142857143,0.071428571,0,0,0,0,0,0.214285714,0,0,0,0.071428571,0.071428571,0,0,0.071428571,0,0,0,0.071428571,0,0.071428571,0.153846154,0,0,0.153846154,0.076923077,0,0,0,0,0,0.153846154,0,0,0.076923077,0.076923077,0,0,0.076923077,0,0.076923077,0.076923077,0,0.076923077,0,0,0.25,0,0,0.083333333,0.083333333,0,0,0,0,0,0.083333333,0,0,0.166666667,0.083333333,0,0,0.083333333,0,0,0.083333333,0,0.083333333,0,0,0.090909091,0,0.090909091,0.090909091,0.090909091,0,0,0,0,0,0.181818182,0,0,0.090909091,0.090909091,0.090909091,0,0,0,0,0.090909091,0,0.090909091,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0.2,0,0.1,0.1,0,0.1,0,0,0,0,0.2,0,0,0,0,0
seq179,0,0,0.066666667,0.066666667,0.133333333,0,0,0,0,0,0.133333333,0,0.133333333,0,0,0.066666667,0,0,0.066666667,0.133333333,0.066666667,0,0,0.133333333,0,0,0,0.071428571,0.142857143,0.071428571,0,0,0,0,0,0.142857143,0,0,0,0.142857143,0.142857143,0,0,0.071428571,0,0,0,0.071428571,0.071428571,0.071428571,0.076923077,0,0,0.076923077,0.076923077,0,0,0,0,0,0,0,0,0.153846154,0.153846154,0,0,0.076923077,0.076923077,0.076923077,0.153846154,0,0.076923077,0,0,0.166666667,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0.25,0.083333333,0,0,0.083333333,0,0.083333333,0.083333333,0,0.083333333,0.083333333,0,0,0,0.090909091,0.181818182,0,0,0,0,0,0,0.181818182,0,0,0.090909091,0.090909091,0.090909091,0,0,0,0,0,0,0.090909091,0,0.181818182,0,0,0.1,0.1,0.1,0,0,0,0,0,0.2,0,0.1,0.1,0,0,0,0,0,0.1,0.1,0,0,0.1,0,0
seq180,0.066666667,0,0.066666667,0.133333333,0.133333333,0,0,0,0,0,0.133333333,0,0.133333333,0,0,0.066666667,0,0,0.066666667,0.066666667,0.133333333,0,0,0,0,0.142857143,0,0.071428571,0.142857143,0.071428571,0,0,0,0,0,0.214285714,0,0,0,0.071428571,0.071428571,0,0,0.071428571,0,0,0,0.071428571,0,0.071428571,0.153846154,0,0.076923077,0.076923077,0.076923077,0,0,0,0,0,0.153846154,0,0,0.076923077,0.076923077,0,0,0,0.076923077,0.076923077,0.076923077,0,0.076923077,0,0,0.25,0,0.083333333,0.083333333,0,0,0,0,0,0,0.083333333,0,0,0.166666667,0.083333333,0,0,0,0,0.083333333,0.083333333,0,0.083333333,0,0,0.090909091,0,0.090909091,0.181818182,0.090909091,0,0,0,0,0,0.181818182,0,0,0.090909091,0.090909091,0,0,0,0,0,0.090909091,0,0.090909091,0,0,0.1,0,0.1,0.1,0.1,0,0,0,0,0,0.2,0,0.1,0.1,0,0,0,0,0,0,0.1,0,0,0.1,0,0
seq181,0.461538462,0,0.230769231,0,0,0,0,0,0,0,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667,0,0.25,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545,0,0.181818182,0,0,0,0,0,0,0,0.181818182,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.1,0,0,0,0,0,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0.222222222,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seq182,0.461538462,0,0.230769231,0,0,0,0,0,0,0,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667,0,0.25,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545,0,0.181818182,0,0,0,0,0,0,0,0.181818182,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.1,0,0,0,0,0,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0.222222222,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0.25,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seq183,0.384615385,0,0.230769231,0,0,0,0,0,0,0,0.230769231,0,0,0,0.076923077,0,0,0,0,0,0.076923077,0,0,0,0,0.333333333,0,0.25,0,0.083333333,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454545455,0,0.181818182,0,0.090909091,0,0,0,0,0,0.181818182,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.1,0,0.1,0,0,0,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0.222222222,0,0,0,0,0,0,0,0.222222222,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.125,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seq184,0.307692308,0,0.307692308,0,0,0,0,0,0,0,0.384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667,0,0.166666667,0,0,0,0,0,0,0,0.25,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.363636364,0,0.272727273,0,0,0,0,0,0,0,0.272727273,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.2,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0.222222222,0,0,0,0,0,0,0,0.222222222,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.375,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
